Gender,Annual Income,Company,Model,Transmission,Color,Price ($)
Male,1042000,Chevrolet,Monte Carlo,Auto,Pale White,21200
Male,1560000,Mercury,Mountaineer,Auto,Pale White,21000
Male,830000,Saturn,SC,Auto,Black,33000
Female,1480000,Mercedes-B,S-Class,Manual,Pale White,21000
Male,1682000,BMW,323i,Auto,Black,9200
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16000
Male,13500,BMW,528i,Manual,Pale White,29000
Male,13500,Mitsubishi,Galant,Auto,Pale White,36000
Male,13500,BMW,528i,Auto,Pale White,62000
Male,1050000,Jeep,Cherokee,Auto,Pale White,14000
Female,13500,Volkswagen,Passat,Manual,Pale White,12000
Male,1005000,Porsche,Carrera Coupe,Manual,Pale White,26500
Male,1316500,Chrysler,300M,Auto,Pale White,22650
Female,1045000,Dodge,Ram Pickup,Auto,Pale White,57500
Male,1495000,Mercedes-B,C-Class,Auto,Pale White,15500
Male,1126000,Mercury,Sable,Auto,Pale White,39600
Female,1320000,Oldsmobile,Silhouette,Manual,Pale White,25000
Male,1750000,Toyota,Celica,Manual,Pale White,14000
Female,995000,Acura,TL,Auto,Pale White,24000
Male,1320000,Mitsubishi,Diamante,Manual,Pale White,12000
Male,350000,Toyota,Corolla,Manual,Pale White,14000
Male,1250000,Volvo,S40,Auto,Pale White,42000
Male,1275000,Audi,A4,Manual,Pale White,12500
Male,975000,Buick,Park Avenue,Auto,Black,61000
Male,13500,Chrysler,Concorde,Auto,Pale White,46000
Male,1631000,Cadillac,Catera,Auto,Pale White,28100
Female,1260000,Infiniti,I30,Manual,Pale White,22000
Male,2450000,Mercury,Grand Marquis,Manual,Black,49000
Male,399000,BMW,528i,Manual,Pale White,14000
Male,1240000,Volvo,S80,Manual,Pale White,21000
Female,727500,BMW,323i,Auto,Black,9500
Male,13500,Plymouth,Voyager,Manual,Pale White,20000
Female,965000,Volvo,V70,Auto,Black,39000
Male,910000,Dodge,Durango,Manual,Black,22000
Male,773000,Lexus,GS400,Auto,Pale White,31000
Female,715000,BMW,528i,Manual,Pale White,29000
Male,13500,Oldsmobile,Cutlass,Auto,Pale White,15000
Male,13500,Plymouth,Voyager,Manual,Pale White,20000
Male,915000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,822000,Porsche,Carrera Coupe,Auto,Pale White,22000
Male,770000,Lexus,GS400,Auto,Black,12000
Female,13500,Toyota,Corolla,Manual,Pale White,14000
Female,494000,Saturn,SW,Auto,Pale White,25000
Male,580000,Volvo,C70,Manual,Black,17000
Male,825000,Plymouth,Breeze,Auto,Pale White,39000
Female,2530000,Chrysler,Sebring Coupe,Auto,Pale White,19000
Female,1930000,Nissan,Pathfinder,Manual,Pale White,16000
Male,840000,Chrysler,LHS,Auto,Pale White,21000
Male,810000,Chevrolet,Camaro,Auto,Black,41000
Male,715000,Cadillac,Escalade,Auto,Black,26000
Male,790000,Volkswagen,Passat,Auto,Black,9000
Male,781000,Toyota,Celica,Manual,Pale White,14000
Male,1627000,Porsche,Carrera Coupe,Manual,Black,16700
Male,13500,Dodge,Ram Van,Auto,Pale White,15000
Male,13500,Volkswagen,Passat,Manual,Pale White,27000
Male,13500,Ford,Expedition,Auto,Black,41000
Female,13500,Dodge,Durango,Manual,Pale White,31000
Male,1160000,Cadillac,DeVille,Auto,Pale White,22000
Male,325000,Jaguar,S-Type,Manual,Pale White,45000
Male,745000,Nissan,Pathfinder,Auto,Pale White,21000
Male,560000,Mitsubishi,Diamante,Manual,Black,49000
Female,13500,Lexus,LS400,Manual,Pale White,54000
Male,900000,Chevrolet,Monte Carlo,Auto,Pale White,21000
Female,460000,Hyundai,Sonata,Manual,Black,20000
Male,540000,Mercedes-B,SL-Class,Manual,Pale White,17000
Male,875000,Jaguar,S-Type,Auto,Black,27000
Female,13500,Cadillac,DeVille,Auto,Pale White,22000
Male,13500,Mitsubishi,Diamante,Manual,Pale White,12000
Male,890000,Chevrolet,Corvette,Auto,Pale White,25000
Male,2350000,Ford,Contour,Auto,Pale White,62000
Male,13500,Volkswagen,Jetta,Auto,Black,22000
Female,680500,BMW,328i,Manual,Black,69500
Male,902000,Toyota,Tacoma,Manual,Black,36000
Male,825000,Lincoln,Continental,Manual,Black,18001
Male,685000,Ford,Focus,Manual,Pale White,17000
Male,1300000,Lincoln,Navigator,Manual,Pale White,33000
Female,595000,Chrysler,Sebring Coupe,Manual,Black,12000
Female,1190000,Cadillac,Seville,Manual,Pale White,22000
Female,1100000,Dodge,Caravan,Auto,Pale White,19000
Male,13500,Infiniti,I30,Auto,Black,21000
Male,752000,Volvo,S70,Auto,Pale White,20000
Male,825000,Ford,Mustang,Auto,Pale White,22000
Female,801000,Chevrolet,Metro,Auto,Pale White,12000
Female,445000,Pontiac,Bonneville,Auto,Pale White,20000
Male,1430000,Dodge,Durango,Auto,Black,19000
Male,765000,Saturn,SC,Manual,Pale White,61000
Male,760000,BMW,328i,Auto,Black,16000
Male,668500,Acura,Integra,Auto,Black,45500
Male,805000,Toyota,Camry,Auto,Pale White,31000
Male,510000,Lexus,LS400,Auto,Pale White,27000
Male,1006000,Chevrolet,Prizm,Auto,Pale White,15601
Male,480000,Chevrolet,Corvette,Auto,Pale White,45000
Female,860000,Mitsubishi,Montero Sport,Auto,Pale White,53000
Female,835000,Volkswagen,Cabrio,Auto,Pale White,17000
Male,815000,Subaru,Outback,Auto,Pale White,57000
Male,505000,Buick,Park Avenue,Auto,Pale White,62000
Male,1165000,Chrysler,Concorde,Auto,Pale White,42500
Female,390000,Dodge,Intrepid,Manual,Black,11000
Male,612000,Chevrolet,Lumina,Manual,Pale White,26000
Male,662000,Mercedes-B,CLK Coupe,Auto,Pale White,22000
Male,13500,Pontiac,Grand Am,Auto,Pale White,12000
Female,965000,Buick,LeSabre,Manual,Black,20000
Male,881000,Dodge,Ram Pickup,Manual,Pale White,16000
Male,850000,Lincoln,Town car,Auto,Pale White,18000
Male,580000,Ford,Taurus,Manual,Black,69000
Male,603000,Chevrolet,Cavalier,Manual,Pale White,20000
Male,890500,Plymouth,Breeze,Auto,Pale White,22500
Male,13500,Chevrolet,Cavalier,Manual,Pale White,14000
Male,978000,Oldsmobile,Silhouette,Manual,Pale White,34000
Female,13500,Ford,Explorer,Auto,Pale White,41000
Male,720000,Ford,Windstar,Manual,Pale White,17000
Female,474000,Pontiac,Grand Am,Auto,Pale White,19000
Female,490000,Chrysler,Sebring Coupe,Auto,Pale White,46000
Male,2380000,Saab,5-Sep,Manual,Pale White,28000
Male,1035000,Acura,RL,Manual,Black,18500
Male,975000,Chrysler,LHS,Auto,Pale White,21000
Male,13500,BMW,323i,Auto,Pale White,19000
Male,556000,Dodge,Stratus,Auto,Pale White,31000
Female,900000,Mitsubishi,Diamante,Auto,Black,18000
Male,1300000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,1250000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,13500,Mercedes-B,M-Class,Manual,Pale White,25000
Male,760000,Chevrolet,Prizm,Manual,Pale White,22000
Male,1220000,Acura,TL,Auto,Black,28000
Male,1238000,Mercury,Grand Marquis,Manual,Pale White,16800
Male,13500,Chrysler,Concorde,Auto,Pale White,42000
Male,1480000,Dodge,Intrepid,Manual,Black,11000
Male,13500,Nissan,Maxima,Manual,Pale White,22000
Female,1310000,Ford,Taurus,Manual,Black,43000
Female,458000,Ford,Focus,Manual,Pale White,17000
Male,1442000,Honda,CR-V,Auto,Pale White,22200
Female,2200000,Chevrolet,Prizm,Manual,Black,16000
Male,13500,Volkswagen,Passat,Manual,Pale White,27000
Female,405000,Saturn,LS,Auto,Pale White,45000
Female,715000,Mitsubishi,3000GT,Manual,Pale White,20001
Male,875000,Lexus,LS400,Auto,Pale White,27000
Male,670000,Acura,RL,Manual,Pale White,17000
Female,690000,Lincoln,Town car,Manual,Pale White,33000
Male,1600000,Buick,Park Avenue,Manual,Black,29000
Male,13500,Dodge,Avenger,Auto,Pale White,22000
Male,1340000,Chevrolet,Corvette,Manual,Pale White,22000
Female,750000,Dodge,Viper,Manual,Black,26000
Male,13500,Audi,A4,Manual,Pale White,12000
Female,671500,Toyota,Sienna,Manual,Pale White,39501
Male,765000,Lincoln,Navigator,Auto,Black,19001
Male,900000,Nissan,Pathfinder,Auto,Pale White,21001
Female,820000,Mercury,Villager,Manual,Pale White,16000
Female,650000,Chrysler,Concorde,Auto,Black,12000
Female,552000,Chrysler,Sebring Conv.,Auto,Black,16000
Male,1275000,Hyundai,Sonata,Manual,Black,20500
Female,715000,Honda,Accord,Manual,Pale White,14000
Female,670100,Toyota,Celica,Manual,Pale White,14100
Male,575000,Mitsubishi,Montero Sport,Manual,Pale White,12001
Male,575000,Mitsubishi,3000GT,Auto,Pale White,19000
Female,1703000,Acura,RL,Manual,Pale White,34300
Male,840000,Toyota,Tacoma,Manual,Black,36000
Male,13500,Subaru,Forester,Manual,Pale White,26000
Female,13500,Plymouth,Voyager,Auto,Pale White,22000
Male,13500,Ford,Explorer,Auto,Pale White,41000
Male,1900000,Chevrolet,Metro,Auto,Black,31000
Male,13500,Mercury,Grand Marquis,Auto,Black,19000
Female,1911000,Mitsubishi,Diamante,Manual,Pale White,25100
Male,1922000,Lexus,GS300,Manual,Black,51200
Female,13500,BMW,323i,Auto,Pale White,19000
Male,13500,Porsche,Carrera Coupe,Manual,Pale White,26000
Male,13500,Chevrolet,Malibu,Manual,Pale White,14000
Male,670000,Dodge,Intrepid,Manual,Black,11000
Female,2200000,Hyundai,Elantra,Manual,Pale White,26000
Male,13500,Mitsubishi,Diamante,Manual,Pale White,19000
Male,2385000,Lexus,GS400,Auto,Pale White,31500
Male,1935000,Porsche,Carrera Cabrio,Auto,Pale White,32500
Female,13500,Chrysler,Concorde,Auto,Pale White,46000
Male,560000,Chrysler,LHS,Auto,Black,26000
Male,340000,Volvo,C70,Manual,Pale White,82000
Female,1101000,Toyota,Sienna,Manual,Pale White,19100
Male,13500,Chrysler,LHS,Auto,Black,26000
Male,870000,BMW,528i,Manual,Pale White,29000
Male,13500,Cadillac,DeVille,Auto,Pale White,69000
Male,2850000,Oldsmobile,Aurora,Auto,Pale White,24000
Male,1850000,Chrysler,LHS,Auto,Pale White,16000
Male,13500,Ford,Focus,Manual,Black,49000
Male,840500,Subaru,Outback,Manual,Pale White,49500
Male,876000,BMW,528i,Auto,Black,31000
Male,1995000,Plymouth,Neon,Auto,Pale White,27500
Female,1850000,Acura,TL,Manual,Black,21000
Male,2000000,Pontiac,Firebird,Manual,Black,43000
Male,700000,Audi,A6,Manual,Black,15000
Male,13500,Dodge,Ram Van,Auto,Pale White,31000
Male,757500,Mercury,Sable,Manual,Pale White,61500
Male,13500,Toyota,Land Cruiser,Auto,Black,21000
Female,420000,Nissan,Pathfinder,Auto,Pale White,31000
Male,643500,BMW,328i,Auto,Black,16500
Female,625000,Ford,Crown Victoria,Auto,Pale White,29000
Male,1436000,Mitsubishi,3000GT,Manual,Pale White,20600
Male,13500,Lexus,LX470,Auto,Black,22000
Male,1110000,BMW,528i,Auto,Black,31000
Male,1550000,Ford,Explorer,Auto,Pale White,42000
Male,2300000,Audi,A6,Manual,Pale White,24000
Male,13500,Chrysler,Sebring Coupe,Auto,Pale White,22000
Male,1550000,Cadillac,Eldorado,Manual,Pale White,37000
Male,1800000,Dodge,Ram Wagon,Auto,Black,22000
Female,2485000,Saturn,SC,Auto,Black,33500
Male,2120000,Volvo,C70,Auto,Black,49001
Male,1800000,Oldsmobile,Silhouette,Manual,Pale White,25001
Male,1800000,Mitsubishi,3000GT,Auto,Black,39001
Male,13500,Chrysler,300M,Auto,Black,26001
Male,1810000,Toyota,RAV4,Manual,Black,85001
Male,2615000,Mercedes-B,SLK,Manual,Black,26501
Male,2100000,Nissan,Pathfinder,Manual,Black,22001
Male,13500,Chevrolet,Lumina,Manual,Pale White,12000
Female,1800000,Chevrolet,Corvette,Manual,Black,26000
Male,600000,Volkswagen,Jetta,Auto,Pale White,33000
Male,797000,Dodge,Durango,Auto,Black,19000
Male,3001000,Volvo,V40,Auto,Pale White,18100
Male,752000,Pontiac,Sunfire,Manual,Pale White,43000
Female,685000,Mitsubishi,Montero,Manual,Black,16000
Male,13500,Mercury,Sable,Auto,Pale White,39000
Female,670000,Mitsubishi,3000GT,Manual,Pale White,21000
Male,705500,Lexus,GS400,Manual,Black,53500
Male,685000,Acura,RL,Manual,Pale White,17000
Male,13500,Chevrolet,Prizm,Manual,Black,16000
Male,511500,Saab,3-Sep,Auto,Black,26500
Male,13500,Lexus,ES300,Auto,Pale White,27000
Female,645000,Chrysler,300M,Auto,Pale White,16000
Female,13500,Mercury,Grand Marquis,Manual,Pale White,16000
Male,1890000,Chrysler,Town & Country,Manual,Pale White,17000
Female,1565000,Porsche,Carrera Coupe,Auto,Pale White,22500
Male,1630000,Oldsmobile,Silhouette,Manual,Pale White,26000
Female,13500,Dodge,Ram Pickup,Manual,Black,19000
Male,13500,Ford,Windstar,Auto,Pale White,31000
Male,800000,Mercury,Sable,Auto,Pale White,39000
Female,13500,Toyota,Land Cruiser,Auto,Black,21000
Female,1025000,Buick,Park Avenue,Auto,Pale White,62500
Male,13500,Porsche,Carrera Coupe,Manual,Black,16000
Female,13500,Mercedes-B,S-Class,Manual,Black,18000
Male,13500,Lexus,ES300,Manual,Black,34000
Female,1670000,Oldsmobile,Silhouette,Manual,Pale White,26000
Male,13500,Mercedes-B,S-Class,Auto,Pale White,10000
Female,1305000,Chevrolet,Prizm,Auto,Pale White,25500
Male,1725000,Porsche,Carrera Cabrio,Auto,Pale White,20500
Male,1110000,Oldsmobile,Aurora,Auto,Pale White,24000
Male,13500,Mercury,Villager,Manual,Pale White,14000
Male,1760000,Nissan,Frontier,Auto,Pale White,18000
Female,1325000,Acura,RL,Manual,Pale White,17500
Male,2000000,Mercedes-B,M-Class,Manual,Pale White,25000
Male,355000,BMW,528i,Manual,Black,21000
Male,1400000,Cadillac,Escalade,Auto,Black,28000
Male,456000,Oldsmobile,Silhouette,Auto,Black,60000
Male,546000,Hyundai,Sonata,Manual,Pale White,21000
Male,13500,Chevrolet,Malibu,Manual,Pale White,57000
Male,615000,Mercury,Grand Marquis,Auto,Black,9000
Male,340000,Chevrolet,Cavalier,Manual,Pale White,20000
Male,790000,Nissan,Maxima,Manual,Pale White,29000
Male,1715157,Chevrolet,Prizm,Auto,Pale White,15510
Male,13500,Volkswagen,Jetta,Auto,Black,22000
Female,1095000,Honda,Accord,Manual,Black,43500
Male,851500,BMW,328i,Manual,Pale White,21500
Female,610000,Saturn,SL,Auto,Pale White,20000
Female,565000,Ford,Taurus,Auto,Black,12000
Male,572000,BMW,323i,Auto,Black,9000
Female,1090000,Nissan,Altima,Auto,Pale White,20000
Female,455000,Ford,Explorer,Auto,Pale White,42000
Male,750000,Pontiac,Sunfire,Manual,Pale White,28000
Male,850000,Lexus,GS400,Auto,Black,12000
Male,640000,Pontiac,Bonneville,Manual,Black,36000
Male,13500,Saturn,LS,Manual,Pale White,14000
Female,1030000,Dodge,Viper,Auto,Pale White,23000
Male,600000,Ford,Ranger,Manual,Black,18000
Female,13500,Mercedes-B,S-Class,Auto,Pale White,14000
Female,13500,Mercedes-B,C-Class,Manual,Pale White,12000
Male,386000,Lincoln,Town car,Manual,Black,17000
Male,857000,Chevrolet,Malibu,Auto,Black,16000
Female,13500,Honda,Accord,Auto,Pale White,19000
Male,1300000,Volvo,C70,Manual,Black,17001
Male,1370000,Plymouth,Breeze,Auto,Pale White,22001
Female,701000,Volvo,S40,Manual,Pale White,17000
Male,810000,Oldsmobile,Silhouette,Manual,Pale White,34000
Male,894000,Lexus,LS400,Manual,Pale White,54000
Male,13500,Toyota,Tacoma,Auto,Pale White,53000
Male,920000,Pontiac,Bonneville,Manual,Pale White,11000
Male,895000,Toyota,Tacoma,Auto,Pale White,53000
Male,1160000,Volkswagen,Passat,Auto,Pale White,13000
Male,13500,Infiniti,I30,Manual,Pale White,22000
Male,1000000,Audi,A6,Auto,Black,14001
Male,13500,Mitsubishi,Diamante,Manual,Black,49000
Male,2575000,Toyota,RAV4,Auto,Pale White,27501
Male,1322500,Volkswagen,Jetta,Auto,Pale White,16251
Female,1000000,Pontiac,Sunfire,Manual,Pale White,43000
Female,13500,Mercedes-B,E-Class,Auto,Pale White,15000
Male,13500,Chevrolet,Metro,Auto,Pale White,12000
Female,13500,Saturn,LS,Auto,Pale White,51000
Male,1402000,Porsche,Boxter,Manual,Pale White,14200
Male,1500000,Acura,RL,Auto,Black,24000
Male,13500,Hyundai,Elantra,Manual,Pale White,22000
Male,1100000,Mercedes-B,S-Class,Manual,Pale White,21000
Male,865000,Porsche,Boxter,Manual,Pale White,24000
Male,725000,Oldsmobile,Intrigue,Manual,Pale White,37000
Male,1300000,Lincoln,Navigator,Manual,Pale White,33000
Female,911000,Acura,RL,Manual,Black,18000
Male,1235000,Plymouth,Breeze,Auto,Pale White,39500
Male,752500,Pontiac,Bonneville,Auto,Pale White,19500
Male,13500,Chevrolet,Corvette,Auto,Pale White,25000
Male,13500,Buick,Regal,Auto,Black,19000
Male,13500,Volvo,S70,Auto,Black,26001
Male,1562500,Oldsmobile,Silhouette,Manual,Pale White,26251
Male,2000000,Volkswagen,Passat,Auto,Black,9000
Male,13500,Oldsmobile,Aurora,Manual,Pale White,34000
Male,13500,Mitsubishi,Diamante,Manual,Pale White,19000
Male,1900000,Volkswagen,GTI,Manual,Black,25000
Male,3010000,Chevrolet,Corvette,Auto,Pale White,25000
Male,13500,Audi,A6,Manual,Pale White,14000
Female,13500,Acura,RL,Manual,Black,18000
Male,1265000,Chevrolet,Prizm,Auto,Pale White,42500
Male,13500,Ford,Expedition,Auto,Black,41000
Male,1390000,Nissan,Pathfinder,Manual,Pale White,16000
Male,13500,Mercedes-B,SLK,Manual,Pale White,17000
Male,3600000,Dodge,Avenger,Auto,Pale White,39000
Female,13500,Mercury,Villager,Auto,Black,28000
Male,815000,Mitsubishi,Diamante,Auto,Pale White,21000
Male,2000000,Volkswagen,Passat,Auto,Pale White,13000
Male,710000,Volkswagen,Beetle,Auto,Pale White,45000
Male,620000,Chevrolet,Malibu,Manual,Pale White,14000
Male,13500,Subaru,Forester,Manual,Pale White,26000
Female,830000,Hyundai,Sonata,Manual,Pale White,21000
Male,1105000,Dodge,Durango,Auto,Pale White,10500
Male,1303000,Mitsubishi,Montero Sport,Manual,Pale White,29300
Male,13500,Dodge,Ram Van,Auto,Black,60000
Male,975000,Honda,Accord,Auto,Pale White,21000
Male,2365000,Infiniti,I30,Auto,Black,49500
Male,1940000,Volkswagen,Golf,Auto,Pale White,35000
Male,1302500,Subaru,Forester,Auto,Black,22250
Male,1420200,Dodge,Caravan,Auto,Pale White,19020
Male,13500,Chevrolet,Prizm,Auto,Pale White,25000
Male,13500,Ford,Windstar,Auto,Pale White,31000
Male,460000,Dodge,Avenger,Auto,Black,16000
Male,565000,Ford,Explorer,Auto,Black,22000
Female,500000,Mercedes-B,CL500,Manual,Black,22000
Male,610000,Chevrolet,Cavalier,Manual,Pale White,20000
Female,445000,Chrysler,Concorde,Auto,Black,12000
Male,13500,Volkswagen,Passat,Auto,Black,21000
Female,801000,Mercedes-B,M-Class,Auto,Black,18000
Male,350000,Ford,Expedition,Manual,Black,18000
Male,525000,Oldsmobile,Bravada,Auto,Black,26000
Male,2800000,Ford,Escort,Auto,Pale White,15000
Male,13500,Lexus,LX470,Auto,Pale White,15001
Male,647000,Lexus,GS400,Auto,Pale White,31000
Male,920000,Ford,Explorer,Auto,Pale White,41000
Female,1140000,Volvo,C70,Manual,Black,17000
Female,1172500,Saturn,LW,Auto,Pale White,18250
Female,1285000,Oldsmobile,Aurora,Auto,Pale White,24500
Male,13500,Chevrolet,Corvette,Auto,Pale White,46000
Male,1375000,Saab,3-Sep,Auto,Black,23500
Male,950000,Saturn,LS,Manual,Pale White,14000
Male,2440000,Dodge,Durango,Auto,Black,24000
Male,490000,Chevrolet,Malibu,Auto,Pale White,21000
Male,517500,Mitsubishi,Diamante,Manual,Pale White,19500
Male,365000,Mercedes-B,SLK,Manual,Pale White,17000
Male,460000,Nissan,Pathfinder,Auto,Pale White,21000
Male,13500,Audi,A4,Manual,Pale White,12000
Male,2100000,Dodge,Caravan,Auto,Black,23000
Female,1473000,Oldsmobile,Silhouette,Auto,Pale White,12300
Male,467000,Plymouth,Prowler,Auto,Pale White,15000
Male,1300000,Toyota,RAV4,Manual,Pale White,22000
Male,1286000,Mercury,Cougar,Manual,Pale White,22600
Male,770000,Acura,TL,Manual,Pale White,14000
Male,13500,Chrysler,Concorde,Auto,Pale White,46000
Female,1725000,Oldsmobile,Cutlass,Manual,Pale White,41500
Male,646000,BMW,528i,Manual,Pale White,14000
Male,13500,Dodge,Viper,Auto,Pale White,41000
Male,13500,Ford,Expedition,Manual,Black,18000
Female,13500,Oldsmobile,Alero,Manual,Black,17000
Male,2000000,Lincoln,Continental,Manual,Pale White,82000
Male,2302000,Mitsubishi,Montero Sport,Manual,Black,42200
Male,13500,Dodge,Ram Pickup,Manual,Pale White,16001
Male,607000,Volvo,S70,Manual,Pale White,21000
Male,465000,Oldsmobile,Intrigue,Auto,Pale White,45000
Male,1920000,Lincoln,Town car,Manual,Black,17000
Male,1968500,Saturn,LS,Auto,Pale White,51850
Female,782000,Lexus,GS400,Auto,Pale White,25000
Male,845000,Honda,CR-V,Auto,Pale White,39000
Male,704000,Acura,Integra,Auto,Black,45000
Male,601000,Ford,Mustang,Manual,Pale White,25000
Male,1215000,Plymouth,Breeze,Manual,Pale White,16500
Male,460000,Mercedes-B,C-Class,Auto,Black,14000
Female,1190000,Volvo,S70,Manual,Pale White,24000
Female,635500,Lincoln,Continental,Manual,Black,42500
Male,580000,Plymouth,Voyager,Manual,Pale White,20000
Female,413000,Hyundai,Sonata,Manual,Pale White,21000
Male,442500,Chevrolet,Malibu,Manual,Pale White,82500
Male,4735000,Chrysler,300M,Auto,Pale White,22500
Male,1340000,Chrysler,LHS,Auto,Black,26000
Male,1801000,Hyundai,Sonata,Manual,Black,15100
Male,1532000,Buick,Park Avenue,Manual,Pale White,45200
Female,440000,Pontiac,Grand Am,Auto,Pale White,12000
Male,750000,Cadillac,Seville,Manual,Black,44001
Male,13500,Pontiac,Sunfire,Manual,Pale White,43000
Male,625000,Oldsmobile,Bravada,Manual,Black,36000
Male,13500,Mitsubishi,Eclipse,Manual,Pale White,12001
Male,1107000,Lincoln,Continental,Manual,Pale White,20700
Male,641500,Honda,Accord,Manual,Black,43500
Male,725000,Plymouth,Prowler,Auto,Pale White,27000
Female,825000,Toyota,RAV4,Auto,Black,28000
Male,13500,Chevrolet,Monte Carlo,Manual,Black,44000
Female,680000,Cadillac,Eldorado,Auto,Black,60000
Female,622000,Porsche,Boxter,Manual,Pale White,14000
Female,13500,Pontiac,Grand Prix,Auto,Pale White,19000
Male,412500,Mercury,Villager,Auto,Black,28500
Male,465000,Oldsmobile,Silhouette,Auto,Black,60000
Male,420000,Oldsmobile,Cutlass,Auto,Pale White,46000
Male,650000,Chrysler,LHS,Manual,Black,51000
Male,525000,Audi,A6,Manual,Pale White,13000
Male,780000,Chrysler,Sebring Coupe,Manual,Pale White,21000
Male,765000,Ford,Mustang,Auto,Pale White,31000
Male,3755000,Dodge,Ram Pickup,Manual,Black,19500
Male,2140000,Ford,Expedition,Manual,Pale White,34000
Female,1810000,Oldsmobile,Silhouette,Manual,Pale White,39000
Female,745000,Acura,RL,Manual,Pale White,26000
Female,500000,Volkswagen,Beetle,Auto,Red,45001
